Pothole Detection System - Report
Generated:,2025-12-12 01:39:45

Summary Statistics
Total Detections,1000
Potholes,400
Cracks,600
Average Confidence,67.8%
High Severity,283
Medium Severity,542
Low Severity,175

Detailed Detections
ID,Type,Confidence,Latitude,Longitude,Timestamp
126,pothole,68,-33.918223,151.076086,2025-08-29 19:06:51
127,pothole,44,-33.910747,151.346636,2025-10-04 05:02:07
128,pothole,54,-37.717529,144.955623,2025-11-04 12:45:55
129,pothole,87,-34.01701,151.134144,2025-11-16 07:59:44
130,pothole,52,-33.834286,151.357283,2025-10-30 03:19:47
131,pothole,95,-33.825059,151.105678,2025-10-03 16:57:03
132,pothole,84,-33.751467,151.127031,2025-09-25 00:05:38
133,pothole,54,-33.861287,151.266391,2025-08-25 15:20:23
134,pothole,81,-37.954126,144.912957,2025-08-28 08:15:24
135,pothole,83,-37.713964,145.089013,2025-09-15 06:58:27
136,pothole,78,-34.011544,151.348013,2025-09-08 11:05:40
137,pothole,66,-37.680523,144.824301,2025-10-14 16:53:53
138,pothole,53,-37.873305,145.012889,2025-10-02 11:00:18
139,pothole,73,-37.726335,145.102632,2025-11-08 17:47:04
140,pothole,59,-33.967763,151.143789,2025-09-21 20:50:09
141,pothole,57,-33.764965,151.159766,2025-10-20 03:51:28
142,pothole,43,-33.895396,151.114543,2025-10-27 08:53:23
143,pothole,80,-33.864434,151.171342,2025-11-02 19:16:14
144,pothole,72,-33.738966,151.223706,2025-10-28 13:50:02
145,pothole,56,-34.004703,151.254421,2025-08-26 09:42:16
146,pothole,94,-33.80178,151.185152,2025-10-11 10:23:13
147,pothole,42,-37.847474,144.85873,2025-11-17 15:38:40
148,pothole,63,-37.878486,144.963767,2025-08-30 07:33:36
149,pothole,42,-33.823969,151.202967,2025-09-10 04:20:34
150,pothole,42,-37.911624,144.861283,2025-10-26 16:44:00
151,pothole,69,-37.740008,145.006806,2025-09-30 06:16:21
152,pothole,79,-37.758489,144.846676,2025-10-31 06:29:53
153,pothole,70,-37.750567,144.928754,2025-11-06 03:31:29
154,pothole,65,-37.755267,144.886625,2025-10-22 09:18:33
155,pothole,90,-33.967089,151.113153,2025-10-20 21:50:38
156,pothole,51,-37.849895,144.94701,2025-11-05 14:45:37
157,pothole,60,-33.815857,151.286292,2025-10-16 14:24:32
158,pothole,78,-37.891373,144.98129,2025-10-29 15:39:07
159,pothole,84,-33.742381,151.072212,2025-10-22 06:49:06
160,pothole,70,-37.752471,144.850676,2025-08-26 09:45:55
161,pothole,81,-37.809385,145.018028,2025-08-26 07:04:48
162,pothole,45,-37.667124,144.905859,2025-10-08 07:08:46
163,pothole,94,-33.906251,151.096862,2025-09-30 11:45:36
164,pothole,86,-33.837101,151.291495,2025-11-08 23:57:41
165,pothole,70,-37.894504,144.993594,2025-08-27 12:14:00
166,pothole,46,-33.945936,151.241635,2025-10-15 01:25:00
167,pothole,63,-37.894296,145.029584,2025-11-02 08:25:41
168,pothole,51,-33.811223,151.144043,2025-09-14 00:05:40
169,pothole,60,-33.769187,151.154203,2025-10-13 06:46:59
170,pothole,79,-33.786417,151.181851,2025-09-17 06:24:02
171,pothole,73,-33.814693,151.228317,2025-10-20 09:28:09
172,pothole,88,-33.751254,151.300993,2025-10-23 10:11:24
173,pothole,70,-33.743023,151.242154,2025-09-20 22:07:17
174,pothole,52,-33.953037,151.266116,2025-08-28 05:02:16
175,pothole,69,-37.839811,145.102118,2025-10-18 19:44:11
176,pothole,86,-33.952505,151.32244,2025-10-13 09:10:04
177,pothole,57,-33.731215,151.294663,2025-08-30 07:16:39
178,pothole,81,-33.835963,151.343255,2025-08-23 03:44:08
179,pothole,55,-37.951941,144.970255,2025-09-13 01:29:01
180,pothole,89,-37.809553,144.910062,2025-11-19 13:39:07
181,pothole,67,-33.994669,151.297591,2025-11-09 01:11:01
182,pothole,47,-33.819867,151.267554,2025-10-13 07:30:01
183,pothole,66,-37.721251,144.878593,2025-09-17 06:25:50
184,pothole,79,-37.820059,144.822118,2025-09-24 16:01:51
185,pothole,75,-37.874074,144.848964,2025-09-07 11:40:18
186,pothole,51,-33.93497,151.211375,2025-10-30 01:10:10
187,pothole,90,-33.76675,151.196435,2025-08-26 03:46:15
188,pothole,77,-37.782135,144.874154,2025-11-01 12:49:52
189,pothole,60,-33.848749,151.317818,2025-11-05 20:08:14
190,pothole,87,-37.674748,144.932808,2025-11-04 08:02:08
191,pothole,68,-33.965718,151.140007,2025-10-17 06:54:40
192,pothole,92,-37.790056,144.939094,2025-10-28 21:35:34
193,pothole,43,-37.744027,144.907491,2025-10-05 10:49:07
194,pothole,64,-33.962826,151.213132,2025-11-07 06:31:08
195,pothole,48,-33.953966,151.253798,2025-11-10 18:57:16
196,pothole,57,-33.738385,151.284894,2025-10-03 23:18:34
197,pothole,64,-37.8134,145.09088,2025-11-08 05:32:30
198,pothole,47,-33.949504,151.334876,2025-10-21 03:45:28
199,pothole,53,-33.77345,151.147072,2025-11-18 07:26:43
200,pothole,56,-33.781049,151.198673,2025-09-29 23:20:07
201,pothole,41,-37.746221,145.058979,2025-09-01 17:50:02
202,pothole,80,-33.997487,151.291168,2025-09-19 05:33:16
203,pothole,81,-37.751949,144.815697,2025-10-03 19:37:30
204,pothole,44,-37.790252,144.99792,2025-10-26 07:28:11
205,pothole,86,-37.691471,145.063992,2025-09-05 21:27:24
206,pothole,82,-37.925261,145.026315,2025-08-24 04:15:35
207,pothole,64,-37.910677,144.894372,2025-10-11 04:57:46
208,pothole,85,-37.801914,144.908958,2025-11-17 08:17:42
209,pothole,82,-33.774544,151.180414,2025-11-07 13:08:39
210,pothole,49,-33.801283,151.205072,2025-09-16 06:46:32
211,pothole,89,-37.925273,144.825867,2025-09-24 23:43:43
212,pothole,46,-37.79819,144.874442,2025-08-31 15:20:36
213,pothole,74,-37.931672,144.860405,2025-09-27 04:22:57
214,pothole,70,-33.726939,151.232957,2025-11-20 17:08:41
215,pothole,77,-37.758918,145.023412,2025-11-04 03:46:27
216,pothole,50,-37.82521,144.882028,2025-11-01 03:16:36
217,pothole,40,-37.728968,145.10677,2025-11-11 09:37:41
218,pothole,66,-33.915364,151.209766,2025-11-15 06:16:40
219,pothole,74,-33.747409,151.297689,2025-09-17 20:30:08
220,pothole,77,-34.009429,151.062713,2025-09-20 17:26:15
221,pothole,81,-37.846204,144.927474,2025-08-30 08:43:06
222,pothole,45,-37.850494,145.095703,2025-09-10 18:58:08
223,pothole,47,-33.829376,151.321204,2025-11-15 17:48:14
224,pothole,92,-37.729399,145.084326,2025-11-20 10:29:36
225,pothole,90,-37.800258,145.009874,2025-09-24 04:55:02
226,pothole,93,-37.687078,144.876663,2025-10-10 04:59:41
227,pothole,61,-33.990155,151.176806,2025-10-02 15:07:08
228,pothole,81,-33.854117,151.269935,2025-11-16 18:42:51
229,pothole,57,-33.785102,151.177778,2025-09-26 17:49:09
230,pothole,49,-37.714619,145.080361,2025-10-27 10:44:34
231,pothole,48,-37.767288,145.10441,2025-08-27 08:27:38
232,pothole,60,-33.818514,151.345028,2025-11-03 15:08:10
233,pothole,93,-33.835156,151.340703,2025-11-19 14:51:25
234,pothole,59,-33.885923,151.252858,2025-11-06 20:02:48
235,pothole,45,-37.933883,144.826372,2025-11-12 07:47:53
236,pothole,88,-37.731436,144.955606,2025-08-29 17:18:57
237,pothole,90,-33.800608,151.34225,2025-11-09 13:48:43
238,pothole,84,-37.74328,144.816733,2025-10-24 07:26:23
239,pothole,52,-33.885643,151.297911,2025-11-09 08:49:27
240,pothole,78,-37.684303,145.052087,2025-09-23 11:58:09
241,pothole,61,-33.959815,151.314818,2025-11-15 05:08:32
242,pothole,93,-37.771032,144.940303,2025-09-05 17:03:34
243,pothole,73,-37.742931,145.061906,2025-11-21 02:22:31
244,pothole,88,-37.862934,144.944715,2025-09-21 05:33:16
245,pothole,76,-37.783321,145.105205,2025-11-02 19:43:54
246,pothole,85,-37.887165,144.931847,2025-09-02 18:27:59
247,pothole,89,-33.925408,151.16106,2025-09-19 04:31:04
248,pothole,63,-33.834201,151.188973,2025-10-15 08:07:09
249,pothole,42,-33.758116,151.193953,2025-09-02 12:41:50
250,pothole,79,-37.667174,144.969085,2025-08-29 15:02:10
251,pothole,93,-37.811009,145.044671,2025-10-20 21:12:41
252,pothole,55,-37.715827,145.06379,2025-09-06 21:02:00
253,pothole,66,-37.90937,144.828095,2025-11-08 03:07:44
254,pothole,86,-33.878929,151.241771,2025-09-06 04:18:25
255,pothole,47,-33.997617,151.173122,2025-11-18 00:45:00
256,pothole,62,-37.836382,144.894461,2025-09-25 19:12:58
257,pothole,63,-37.940167,145.070709,2025-10-11 05:53:02
258,pothole,73,-37.838774,145.006258,2025-09-09 12:15:48
259,pothole,59,-37.908553,145.024239,2025-09-15 18:03:37
260,pothole,63,-33.770313,151.068213,2025-10-14 03:47:54
261,pothole,77,-37.894418,144.870163,2025-09-11 09:58:43
262,pothole,94,-37.842288,144.934674,2025-11-02 21:22:29
263,pothole,52,-37.843274,144.836987,2025-10-01 11:55:07
264,pothole,88,-37.722841,145.101687,2025-11-17 03:18:35
265,pothole,59,-37.809709,144.870599,2025-11-04 12:14:41
266,pothole,83,-33.874077,151.290436,2025-11-17 11:33:16
267,pothole,63,-37.924267,144.925925,2025-11-04 13:59:21
268,pothole,44,-34.018091,151.159612,2025-09-14 04:46:59
269,pothole,73,-33.873418,151.070107,2025-09-26 05:58:22
270,pothole,94,-37.833692,144.991193,2025-08-26 18:55:09
271,pothole,61,-33.959057,151.093828,2025-09-22 18:27:29
272,pothole,69,-37.705133,144.850538,2025-09-03 21:07:29
273,pothole,91,-37.850725,145.037601,2025-09-13 17:25:58
274,pothole,72,-37.830199,144.844845,2025-09-01 11:51:54
275,pothole,78,-37.869136,144.951447,2025-11-04 12:49:50
276,pothole,57,-33.891679,151.279895,2025-10-04 22:22:28
277,pothole,61,-37.961084,144.934641,2025-08-29 20:33:04
278,pothole,56,-33.784398,151.227683,2025-11-16 07:49:09
279,pothole,41,-37.934984,144.848751,2025-11-19 10:29:01
280,pothole,56,-33.816842,151.233662,2025-10-21 22:43:26
281,pothole,92,-37.829448,144.973411,2025-10-21 06:55:57
282,pothole,73,-33.838617,151.180749,2025-09-03 01:10:08
283,pothole,52,-37.901529,144.858676,2025-10-18 23:54:10
284,pothole,85,-33.776001,151.101043,2025-11-03 09:59:44
285,pothole,45,-37.706914,144.899871,2025-11-18 16:03:06
286,pothole,57,-33.874945,151.245016,2025-10-24 05:48:01
287,pothole,78,-37.732779,144.884856,2025-09-29 03:11:41
288,pothole,75,-33.990379,151.088535,2025-09-02 20:01:26
289,pothole,52,-33.985811,151.345292,2025-08-27 06:18:24
290,pothole,65,-37.935396,144.866098,2025-10-17 21:56:07
291,pothole,88,-37.821783,145.017495,2025-09-14 23:23:16
292,pothole,44,-37.847221,144.840056,2025-11-08 22:20:09
293,pothole,78,-37.86573,144.817233,2025-09-06 16:02:45
294,pothole,63,-33.755107,151.179928,2025-08-29 12:03:12
295,pothole,55,-33.966668,151.124294,2025-09-28 06:44:13
296,pothole,61,-33.978475,151.192704,2025-11-09 00:19:50
297,pothole,88,-33.982363,151.099039,2025-11-11 12:06:38
298,pothole,51,-37.797658,144.835031,2025-09-16 13:02:50
299,pothole,67,-37.66643,144.96704,2025-09-30 23:01:15
300,pothole,81,-37.920132,145.023807,2025-09-28 16:34:24
301,pothole,64,-33.873188,151.30714,2025-10-31 20:40:17
302,pothole,74,-33.889873,151.228656,2025-09-16 02:06:25
303,pothole,77,-37.743807,145.060873,2025-10-28 09:49:52
304,pothole,45,-37.70802,145.012684,2025-08-25 23:11:14
305,pothole,42,-33.814546,151.341767,2025-10-26 06:52:40
306,pothole,62,-37.698708,144.901175,2025-11-12 14:44:49
307,pothole,47,-33.974424,151.225637,2025-08-26 11:43:19
308,pothole,74,-33.872781,151.160992,2025-08-28 18:51:20
309,pothole,41,-33.842539,151.072641,2025-10-30 15:59:21
310,pothole,42,-37.684195,144.843407,2025-09-15 10:53:44
311,pothole,94,-33.962181,151.166105,2025-10-12 20:28:59
312,pothole,62,-37.703505,144.98219,2025-10-04 01:11:13
313,pothole,76,-33.76118,151.261923,2025-09-05 08:07:41
314,pothole,51,-33.835456,151.120243,2025-11-05 07:13:35
315,pothole,76,-34.013491,151.2556,2025-11-04 21:12:13
316,pothole,88,-37.70853,144.885813,2025-10-20 10:18:38
317,pothole,72,-33.750834,151.343594,2025-11-04 01:47:27
318,pothole,56,-33.732836,151.331928,2025-10-29 08:56:34
319,pothole,91,-37.845967,145.018025,2025-08-30 18:26:07
320,pothole,74,-37.861945,145.098748,2025-10-31 23:30:58
321,pothole,71,-37.754717,145.110567,2025-11-13 03:18:22
322,pothole,79,-33.97785,151.310448,2025-11-11 03:32:09
323,pothole,57,-37.877171,145.075831,2025-11-19 01:26:19
324,pothole,67,-33.719372,151.276097,2025-10-27 00:58:48
325,pothole,80,-37.745001,144.874705,2025-10-26 16:27:54
326,pothole,42,-33.845005,151.257655,2025-10-11 06:54:09
327,pothole,54,-33.77023,151.242418,2025-10-19 06:28:28
328,pothole,78,-37.884204,144.985585,2025-09-01 10:03:10
329,pothole,63,-37.809161,144.933459,2025-10-08 23:48:48
330,pothole,54,-33.950812,151.093609,2025-10-02 19:13:46
331,pothole,88,-33.786471,151.212307,2025-10-15 18:31:58
332,pothole,56,-33.934456,151.154684,2025-11-14 12:09:15
333,pothole,48,-33.899351,151.340465,2025-10-30 11:18:59
334,pothole,81,-37.706337,145.000464,2025-09-01 08:48:05
335,pothole,91,-33.846134,151.246183,2025-11-12 05:27:21
336,pothole,45,-33.800516,151.348287,2025-09-25 08:24:15
337,pothole,53,-33.720899,151.24536,2025-10-14 19:51:07
338,pothole,70,-37.820578,144.816808,2025-10-02 08:54:55
339,pothole,66,-33.841562,151.327146,2025-11-04 06:52:43
340,pothole,79,-37.912993,144.908813,2025-09-02 17:25:19
341,pothole,87,-37.925682,145.107779,2025-11-02 03:37:32
342,pothole,48,-37.850125,144.988375,2025-09-22 17:58:27
343,pothole,55,-37.730766,144.926174,2025-09-15 04:12:52
344,pothole,43,-33.869091,151.317443,2025-10-22 21:43:17
345,pothole,90,-37.843138,144.928905,2025-10-30 16:15:59
346,pothole,74,-37.664552,145.086115,2025-08-25 02:27:58
347,pothole,72,-34.00429,151.271855,2025-09-16 11:37:48
348,pothole,83,-37.798965,145.032969,2025-09-27 07:10:40
349,pothole,87,-37.779767,145.063869,2025-10-09 08:44:32
350,pothole,45,-37.959148,145.009295,2025-11-01 09:24:24
351,pothole,62,-37.773369,144.959048,2025-11-16 17:57:31
352,pothole,50,-33.936959,151.319808,2025-11-16 23:05:41
353,pothole,46,-37.831838,144.856253,2025-09-04 10:24:03
354,pothole,60,-33.76849,151.090336,2025-10-01 19:03:13
355,pothole,93,-37.808275,144.995768,2025-08-26 03:28:40
356,pothole,73,-37.833427,145.1114,2025-11-14 15:35:48
357,pothole,79,-33.731627,151.257387,2025-09-21 20:03:52
358,pothole,91,-37.727073,144.982756,2025-11-18 22:17:28
359,pothole,40,-33.958734,151.138978,2025-10-10 18:32:29
360,pothole,82,-37.868475,145.066296,2025-10-06 20:34:59
361,pothole,86,-37.862497,145.082561,2025-10-15 06:53:48
362,pothole,68,-33.7899,151.135842,2025-11-05 10:41:20
363,pothole,47,-37.950841,144.854334,2025-11-08 08:25:03
364,pothole,93,-33.781814,151.25453,2025-08-29 01:03:16
365,pothole,90,-37.952626,145.037393,2025-11-05 12:34:25
366,pothole,85,-37.797237,144.887208,2025-09-14 06:15:27
367,pothole,83,-33.739375,151.359062,2025-09-27 06:45:17
368,pothole,53,-37.68357,144.872804,2025-10-08 06:33:48
369,pothole,92,-33.774281,151.196925,2025-10-12 13:57:08
370,pothole,48,-37.810314,145.06274,2025-09-09 01:21:18
371,pothole,65,-37.836962,144.986469,2025-10-09 15:24:25
372,pothole,88,-33.945265,151.079437,2025-08-25 11:40:47
373,pothole,67,-37.896213,145.055889,2025-10-24 04:33:52
374,pothole,57,-37.846082,144.867792,2025-10-07 08:14:32
375,pothole,52,-33.818238,151.063727,2025-11-09 21:45:38
376,pothole,42,-37.743787,145.090364,2025-09-26 23:22:30
377,pothole,72,-37.694638,144.813551,2025-09-24 17:42:53
378,pothole,56,-33.813223,151.193692,2025-09-09 06:20:16
379,pothole,63,-37.685528,145.059333,2025-10-06 13:28:40
380,pothole,41,-33.725307,151.243451,2025-10-19 01:04:25
381,pothole,50,-33.914638,151.261165,2025-10-15 11:49:06
382,pothole,59,-33.91819,151.300291,2025-09-25 12:30:59
383,pothole,80,-33.874657,151.346516,2025-10-31 14:02:29
384,pothole,47,-33.899561,151.076416,2025-08-23 21:59:42
385,pothole,46,-33.903488,151.247864,2025-08-30 20:33:36
386,pothole,70,-37.71812,145.091762,2025-09-25 06:31:56
387,pothole,66,-37.835698,144.933581,2025-11-20 19:31:04
388,pothole,49,-37.803548,144.873112,2025-11-07 04:39:41
389,pothole,79,-37.855868,144.847211,2025-08-27 03:54:06
390,pothole,69,-37.777993,144.857492,2025-10-04 02:58:57
391,pothole,78,-33.889082,151.27296,2025-10-04 00:58:04
392,pothole,74,-37.742492,145.031872,2025-11-14 09:09:51
393,pothole,56,-37.918381,145.072459,2025-10-26 19:56:18
394,pothole,49,-37.739756,145.064846,2025-08-29 02:18:00
395,pothole,62,-33.788811,151.221966,2025-11-20 05:02:52
396,pothole,77,-33.987267,151.121289,2025-11-12 16:19:24
397,pothole,86,-37.843126,144.888624,2025-10-03 13:31:30
398,pothole,46,-37.922644,144.890687,2025-09-23 11:20:06
399,pothole,78,-33.728545,151.306744,2025-11-08 04:38:02
400,pothole,60,-33.818082,151.327768,2025-08-24 14:34:02
401,crack,44,-33.765962,151.232819,2025-11-21 05:54:36
402,crack,92,-33.854137,151.171803,2025-11-12 00:08:17
403,crack,56,-33.988612,151.075375,2025-08-30 01:06:52
404,crack,83,-33.898119,151.083843,2025-08-30 18:37:04
405,crack,59,-37.908098,145.093449,2025-09-04 09:04:17
406,crack,47,-37.880372,144.817149,2025-10-03 22:27:41
407,crack,94,-33.982474,151.091528,2025-09-03 15:24:41
408,crack,67,-37.93326,144.989476,2025-08-31 08:05:40
409,crack,48,-33.767085,151.072096,2025-09-29 13:27:27
410,crack,67,-33.754224,151.178988,2025-09-11 14:54:23
411,crack,92,-37.889738,144.913067,2025-11-16 23:23:57
412,crack,87,-37.815059,144.943733,2025-10-13 05:27:54
413,crack,63,-33.986584,151.261091,2025-10-16 12:59:15
414,crack,92,-33.770689,151.229301,2025-09-07 14:47:00
415,crack,74,-37.879013,144.958845,2025-09-08 16:01:57
416,crack,95,-33.820702,151.069537,2025-08-31 13:43:35
417,crack,57,-37.94197,145.100005,2025-10-21 12:44:13
418,crack,72,-37.888153,145.035367,2025-10-01 04:09:27
419,crack,55,-33.724997,151.236289,2025-11-03 10:29:44
420,crack,74,-37.833179,145.110389,2025-11-08 04:46:54
421,crack,68,-37.675275,145.048059,2025-11-10 06:34:39
422,crack,77,-37.912772,144.997261,2025-09-20 16:10:44
423,crack,73,-37.820047,145.010466,2025-10-09 12:59:05
424,crack,51,-37.667128,144.849129,2025-11-10 22:45:14
425,crack,66,-33.83748,151.201558,2025-10-26 09:12:04
426,crack,52,-37.773326,144.923435,2025-11-07 13:34:13
427,crack,60,-37.722567,145.066641,2025-09-19 03:16:52
428,crack,76,-37.72886,145.104606,2025-09-25 23:19:29
429,crack,48,-37.665389,145.008399,2025-11-04 11:30:40
430,crack,84,-37.674449,145.100411,2025-11-07 05:39:37
